CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Cluster
3.8,15.1,721.0,208.0,8.2,40.5,0.4414,1
2.7,13.4,474.0,178.0,10.5,34.7,0.4393,1
3.1,14.5,514.0,176.0,11.1,33.3,0.4384,1
3.1,14.7,504.0,177.0,11.1,32.6,0.4292,1
3.2,17.0,508.0,182.0,12.4,28.3,0.4076,1
3.3,15.3,529.0,182.0,12.9,24.5,0.363,1
4.0,21.2,676.0,193.0,11.4,28.7,0.3865,1
8.6,43.0,1216.0,272.0,9.2,39.3,0.4573,1
8.7,37.2,1230.0,225.0,7.8,48.1,0.5115,1
3.6,16.7,582.0,181.0,7.2,50.6,0.517,1
3.0,13.4,460.0,172.0,6.0,53.3,0.5008,1
1.9,8.7,340.0,153.0,5.3,55.0,0.4921,1
1.9,7.4,298.0,143.0,4.2,58.1,0.4832,0
1.6,6.7,300.0,142.0,3.4,60.9,0.4809,0
1.4,5.0,223.0,131.0,3.0,60.2,0.4639,0
1.0,3.4,151.0,105.0,3.2,58.8,0.4578,0
0.7,2.4,129.5,94.0,3.3,57.7,0.4516,0
0.75,2.1,108.0,83.0,4.5,53.8,0.4572,0
0.8,2.5,125.0,87.0,3.1,59.7,0.4604,0
0.9,3.5,181.0,106.0,4.2,57.1,0.4743,0
1.5,6.9,341.0,140.0,3.4,58.5,0.4608,0
3.1,16.8,552.0,167.0,3.9,57.3,0.4661,1
5.1,20.3,839.0,175.0,4.3,56.8,0.4768,1
5.8,25.0,1049.0,235.0,5.6,52.9,0.4841,1
3.8,17.2,796.0,196.0,5.5,54.9,0.4985,1
4.4,21.4,999.0,211.0,5.1,64.3,0.5697,1
4.9,25.1,1022.0,234.0,5.5,66.1,0.601,1
5.2,28.0,1023.0,240.0,5.5,69.3,0.6331,1
4.6,26.1,1065.0,243.0,5.0,75.5,0.6667,1
4.8,24.7,1098.0,224.0,5.2,76.2,0.6796,1
4.9,24.5,1099.0,240.0,5.3,77.4,0.6954,1
4.9,27.7,939.0,215.0,5.0,79.6,0.7022,1
5.5,26.0,875.0,216.0,5.1,83.0,0.7352,1
4.2,21.7,745.0,184.0,6.4,82.9,0.8022,1
1.5,6.0,339.0,152.0,10.3,74.0,0.9237,0
0.1,3.3,135.0,104.0,11.3,71.8,0.9577,0
0.2,4.9,167.0,104.0,9.8,81.9,0.9923,0
0.9,6.6,232.0,124.0,9.5,83.8,0.9972,0
1.0,6.7,273.0,127.0,9.9,81.0,0.9885,0
0.4,4.4,165.0,109.0,9.9,79.8,0.9725,0
0.34,1.5,120.0,91.0,6.9,76.4,0.7661,0
0.28,1.1,75.0,73.0,4.8,75.7,0.659,0
0.2199999999999999,0.9,53.0,52.0,4.7,78.9,0.682,0
0.1599999999999999,1.2,72.0,57.0,5.0,75.0,0.6627,0
0.1,2.5,130.0,89.0,5.6,69.5,0.6362,0
0.7,7.6,265.0,128.0,7.0,64.9,0.6512,0
1.2,7.3,314.0,152.0,7.1,65.4,0.6644,0
0.2,3.7,194.0,128.0,6.4,67.4,0.6537,0
0.2333333333333333,2.5,180.0,124.0,5.3,75.9,0.6824,0
0.2666666666666666,2.7,181.0,117.0,6.3,73.0,0.7024,0
0.3,4.6,193.0,110.0,8.6,63.3,0.7073,0
0.6,6.7,263.0,128.0,10.0,55.0,0.6753,0
0.2,4.3,176.0,114.0,9.4,53.6,0.6333,0
0.2,4.3,168.0,110.0,9.2,55.0,0.6402,0
0.7,4.1,170.0,112.0,8.7,55.1,0.6228,0
1.8,7.6,234.0,130.0,8.9,54.4,0.62,0
2.2,7.0,256.0,135.0,8.6,53.6,0.5992,0
2.3,9.6,257.0,141.0,9.0,50.4,0.5809,0
2.6,7.8,317.0,141.0,9.2,49.8,0.5808,0
1.1,2.4,135.0,95.0,8.8,52.1,0.5918,0
1.2,3.9,159.0,97.0,8.8,50.9,0.5781,0
1.8,4.1,186.0,112.0,8.7,51.1,0.5755,0
1.1,2.5,102.0,74.0,8.6,51.5,0.5772,0
0.9,1.3,75.0,62.0,8.5,51.9,0.5766,0
0.7,1.2,58.0,51.0,8.1,53.1,0.5742,0
0.6,0.7,41.0,40.0,7.8,54.2,0.5755,0
0.6,0.9,50.0,45.0,7.1,56.0,0.569,0
0.9,2.9,189.0,93.0,7.0,57.6,0.5784,0
1.0,2.7,182.0,104.0,7.5,55.3,0.5734,0
3.4,14.4,636.0,162.0,7.0,56.3,0.566,1
4.2,17.2,704.0,169.0,7.6,53.5,0.5605,1
4.4,17.4,854.0,190.0,8.3,50.5,0.5558,1
2.9,11.5,652.0,170.0,12.4,37.1,0.5329,1
2.6,11.9,529.0,151.0,13.9,32.3,0.5117,1
2.6,12.6,438.0,150.0,14.4,28.9,0.4723,1
3.0,14.3,438.0,154.0,14.8,25.4,0.4259,1
2.3,10.3,378.0,140.0,15.1,20.8,0.3536,0
3.0,14.5,482.0,167.0,15.4,23.5,0.4076,1
4.5,21.9,709.0,204.0,13.7,28.1,0.4381,1
6.0,28.5,796.0,210.0,11.5,37.5,0.5068,1
4.3,21.2,605.0,182.0,10.4,42.3,0.5337,1
3.4,16.0,472.0,165.0,9.9,44.0,0.5381,1
2.8,13.0,411.0,150.0,8.7,48.3,0.5458,1
2.1,7.0,264.0,132.0,8.1,49.9,0.5417,0
1.7,6.4,217.0,120.0,7.3,52.8,0.5419,0
1.8,5.8,211.0,119.0,8.0,52.2,0.5623,0
1.6,5.6,179.0,110.0,6.8,56.4,0.5609,0
1.4,4.5,135.0,94.0,6.7,57.4,0.5654,0
1.3,4.6,178.0,97.5,5.9,62.1,0.5806,0
1.3,5.9,221.0,101.0,5.4,65.9,0.5947,0
1.3,6.6,284.0,117.0,5.5,66.5,0.6054,0
1.6,9.2,357.0,121.0,5.9,65.8,0.6178,0
2.4,12.2,469.0,138.0,6.4,63.9,0.6192,1
4.5,22.6,766.0,174.0,7.2,62.2,0.6351,1
5.7,29.0,875.0,179.0,7.9,60.0,0.6406,1
4.3,19.4,800.0,175.0,8.3,58.5,0.6403,1
4.2,20.5,815.0,183.0,9.3,54.5,0.6415,1
4.5,22.5,841.0,189.0,10.2,53.1,0.6608,1
5.0,24.0,827.0,198.0,11.1,51.4,0.679,1
2.9,13.9,402.0,142.0,12.8,46.9,0.6919,1
3.0,16.8,415.0,139.0,13.1,48.0,0.7181,1
3.3,20.2,435.0,99.0,13.5,51.5,0.793,1
1.4,16.4,570.0,135.0,13.4,51.2,0.7808,1
2.3,18.0,530.0,223.0,12.1,55.3,0.7777,1
1.6,20.3,617.0,194.0,12.0,56.5,0.7924,1
4.9,38.1,983.0,244.0,10.4,64.4,0.8123,1
6.4,35.7,1200.0,243.0,9.4,69.1,0.815,1
3.5,21.8,1028.0,230.0,8.9,71.0,0.8115,1
1.7,18.2,797.0,207.0,8.1,73.8,0.7968,1
2.6,20.1,977.0,223.0,7.3,76.8,0.7904,1
1.6,14.4,811.0,216.0,7.3,76.7,0.7862,1
1.5,15.1,757.0,198.0,7.1,77.3,0.7826,1
0.9,13.1,572.5,162.0,6.7,78.7,0.7779,1
0.5,11.5,388.0,126.0,7.0,77.8,0.7848,0
0.9,13.7,497.0,144.0,5.7,80.5,0.7416,1
0.4,11.6,582.0,183.0,5.2,81.4,0.7276,1
0.5,13.2,574.0,193.0,5.6,80.4,0.7349,1
0.8,15.6,588.0,196.0,6.3,78.8,0.7544,1
1.4,16.9,645.0,208.0,6.9,76.9,0.7682,1
1.6,18.5,643.0,217.0,9.2,67.7,0.79,1
1.5,16.6,628.0,246.0,11.6,59.8,0.8152,1
1.0,15.0,547.0,204.0,14.0,52.0,0.8288,1
1.0,15.0,461.0,192.0,15.0,50.2,0.8495,1
1.3,16.9,455.0,186.0,14.9,49.9,0.8394,1
0.1,7.0,244.0,133.0,15.8,33.8,0.6034,0
0.1,5.9,202.0,126.0,15.4,29.3,0.5068,0
0.1,7.1,256.0,138.0,14.4,25.7,0.4193,0
0.1,8.6,310.0,148.0,13.4,27.2,0.4157,0
0.4,12.2,391.0,167.0,12.2,28.7,0.4077,0
0.7,12.6,444.0,175.0,11.3,25.7,0.3422,1
2.7,21.1,794.0,224.0,9.7,31.9,0.3848,1
2.1,16.9,716.0,215.0,8.4,36.5,0.4035,1
1.3,15.1,565.0,196.0,8.2,36.8,0.4016,1
0.8,10.1,451.0,195.0,8.0,36.0,0.3872,1
0.7730769230769231,7.5,313.0,181.0,7.0,39.9,0.4006,0
0.7461538461538462,7.6,241.0,150.0,5.7,44.3,0.4093,0
0.7192307692307692,5.9,232.5,144.5,4.7,46.6,0.4025,0
0.6923076923076923,5.5,224.0,139.0,4.2,50.8,0.4234,0
0.6653846153846155,2.3,82.0,74.0,4.6,45.1,0.3861,0
0.6384615384615385,2.0,89.0,73.0,2.7,53.3,0.4006,0
0.6115384615384616,1.6,93.0,77.0,3.1,51.0,0.3947,0
0.5846153846153846,2.1,134.0,98.0,2.5,54.1,0.4017,0
0.5576923076923077,4.4,189.0,121.0,3.1,53.5,0.4123,0
0.5307692307692308,6.4,292.0,162.0,5.0,47.5,0.418,0
0.5038461538461538,7.3,326.0,178.0,5.8,43.4,0.4032,0
0.4769230769230769,8.7,397.0,206.0,7.1,42.8,0.4327,1
0.45,9.2,371.0,191.0,7.9,41.6,0.4459,0
0.4230769230769231,7.9,305.0,175.0,8.1,41.2,0.448,0
0.3961538461538462,9.0,328.0,169.0,8.3,41.3,0.4533,0
0.3692307692307692,7.0,281.0,180.0,8.9,49.1,0.5629,0
0.3423076923076923,3.7,168.0,124.0,7.1,66.0,0.6678,0
0.3153846153846154,4.3,183.0,130.0,5.7,75.1,0.6942,0
0.2884615384615384,6.8,217.0,141.0,5.4,77.6,0.7031,0
0.2615384615384615,8.7,245.0,157.0,5.4,78.2,0.7074,0
0.2346153846153846,4.7,154.0,123.0,7.3,68.1,0.6979,0
0.2076923076923077,3.5,141.0,104.0,5.8,74.4,0.6924,0
0.1807692307692308,5.4,210.0,134.0,6.2,72.3,0.6887,0
0.1538461538461538,4.4,140.0,105.0,5.9,72.7,0.6791,0
0.1269230769230769,6.0,191.0,121.0,5.0,76.5,0.6728,0
0.1,7.6,248.0,136.0,4.0,80.4,0.663,0
0.1666666666666666,1.9,149.0,92.0,5.8,59.0,0.5493,0
0.2333333333333333,1.0,50.0,48.0,5.8,59.5,0.5519,0
0.3,0.6,43.0,40.0,6.6,51.3,0.5026,0
0.5,1.2,86.0,67.0,7.0,47.2,0.4745,0
0.6,2.9,152.0,104.0,6.6,47.9,0.4686,0
1.8,11.1,341.0,169.0,7.2,49.8,0.5061,1
2.0,9.7,355.0,203.0,6.9,52.8,0.5293,1
1.4,5.7,327.0,183.0,8.7,46.7,0.5249,0
0.6,5.4,240.0,151.0,10.0,40.6,0.4971,0
0.5,5.1,217.0,138.0,11.8,35.4,0.4877,0
0.7,5.8,191.0,127.0,10.7,37.2,0.4788,0
0.7,5.6,223.5,137.5,10.9,34.9,0.456,0
1.1,8.0,256.0,148.0,10.7,33.1,0.4256,0
1.3,7.1,287.0,172.0,10.6,34.2,0.4375,0
1.0,7.6,278.0,163.0,8.9,38.1,0.4341,0
1.5,10.4,302.0,180.0,7.8,39.7,0.4206,1
1.5,8.9,259.0,169.0,7.3,42.2,0.4341,0
1.2,7.3,221.0,152.0,6.9,42.5,0.4257,0
0.3,3.6,142.0,107.0,6.6,43.2,0.4247,0
0.2909090909090909,1.7,93.0,75.0,6.4,41.7,0.4034,0
0.2818181818181818,1.5,71.0,58.0,6.1,42.6,0.4041,0
0.2727272727272727,1.0,66.0,57.0,5.9,41.8,0.3928,0
0.2636363636363636,0.6,49.0,44.0,5.7,41.5,0.3836,0
0.2545454545454545,0.4,29.0,29.0,5.5,42.4,0.3867,0
0.2454545454545454,0.3,24.0,24.0,4.5,52.0,0.4436,0
0.2363636363636364,0.2,19.0,19.0,4.3,51.6,0.4323,0
0.2272727272727273,0.2,20.0,20.0,3.7,56.3,0.453,0
0.2181818181818182,0.1,39.0,35.0,3.3,58.1,0.4559,0
0.2090909090909091,0.4,77.0,60.0,3.9,47.3,0.3862,0
0.2,2.9,180.0,115.0,4.3,45.9,0.3843,0
0.7,5.4,243.0,157.0,4.2,50.1,0.4168,0
0.5,5.1,236.0,147.0,3.4,62.7,0.4943,0
0.4,3.8,297.0,188.0,5.0,51.4,0.4534,0
0.3,3.9,235.0,126.0,5.7,44.1,0.4063,0
0.3,3.6,186.0,114.0,5.2,44.5,0.3968,0
0.4,4.2,196.0,123.0,4.7,48.6,0.4194,0
0.2,3.6,167.0,107.0,4.5,51.0,0.4327,0
0.4,3.6,211.0,121.0,5.1,50.1,0.4432,0
0.4,3.9,194.0,118.0,5.0,50.4,0.443,0
0.7,4.9,206.0,134.0,4.3,56.4,0.4721,0
1.0,5.8,211.0,142.0,4.3,56.7,0.476,0
1.1,6.1,197.0,133.0,4.3,57.0,0.4771,0
0.3,2.8,139.0,106.0,3.5,60.3,0.4782,0
0.1,2.4,113.0,87.0,4.1,52.5,0.4351,0
0.12,1.5,81.0,67.0,3.9,50.6,0.4127,0
0.14,1.1,63.0,55.0,3.9,47.7,0.3901,0
0.16,0.9,55.0,49.0,4.0,47.8,0.3939,0
0.18,0.4,31.0,30.0,3.9,50.9,0.4144,0
0.1999999999999999,0.3,25.5,25.0,3.0,57.7,0.4423,0
0.2199999999999999,0.2,20.0,20.0,3.3,52.8,0.4137,0
0.24,0.1,17.0,17.0,2.7,53.9,0.4062,0
0.26,0.5,42.0,35.0,2.8,54.4,0.411,0
0.2799999999999999,0.9,90.0,71.0,3.6,49.0,0.3915,0
0.3,3.3,227.0,136.0,3.3,50.2,0.3934,0
0.6,4.4,250.0,163.0,3.5,47.5,0.3778,0
0.3,2.8,219.0,143.0,4.3,49.4,0.4136,0
0.1,3.2,211.0,134.0,4.5,48.4,0.4131,0
0.1,2.7,189.0,130.0,4.3,50.0,0.4199,0
0.2,3.5,180.0,122.0,4.3,49.7,0.4166,0
0.5,4.8,197.0,129.0,4.9,45.3,0.3955,0
0.3,3.4,198.0,132.0,5.6,42.4,0.3884,0
0.3,4.2,203.0,133.0,5.7,43.1,0.3984,0
0.3,4.2,188.0,126.0,4.8,49.7,0.4305,0
1.0,8.5,294.0,177.0,5.1,43.0,0.3821,0
1.4,9.2,302.0,185.0,5.3,44.4,0.397,1
1.4,7.6,261.0,169.0,4.9,47.9,0.418,0
1.1,6.2,232.0,151.0,4.7,50.8,0.4398,0
0.4,2.9,154.0,114.0,4.6,54.8,0.4704,0
0.2,2.5,120.0,90.0,4.0,56.8,0.4688,0
0.2,2.6,117.0,87.0,4.2,46.8,0.39,0
0.2,2.2,108.0,83.0,4.5,42.0,0.3571,0
0.2,2.5,97.0,74.0,4.1,42.1,0.3487,0
0.2666666666666666,0.8,62.5,51.0,4.5,39.7,0.3379,0
0.3333333333333333,0.3,28.0,28.0,4.4,42.2,0.3571,0
0.4,0.3,27.0,26.0,4.1,45.9,0.3804,0
0.5,0.7,81.0,61.0,4.3,42.5,0.3556,0
0.7,1.4,129.0,91.0,4.6,38.1,0.3267,0
1.9,6.6,336.0,184.0,4.6,39.4,0.3367,1
2.4,8.4,335.0,204.0,4.8,41.9,0.3634,1
2.0,5.5,318.0,185.0,5.9,40.2,0.376,1
1.3,3.5,201.0,125.0,7.0,38.4,0.3861,0
1.0,3.0,166.0,104.0,6.6,40.2,0.3944,0
1.2,4.1,192.0,115.0,6.6,41.2,0.4046,0
1.5,4.7,198.0,126.0,7.3,36.8,0.3779,0
1.3,4.5,198.0,125.0,7.3,35.0,0.3584,0
1.5,4.7,223.0,139.0,7.0,33.5,0.3367,0
1.5,5.1,224.0,142.0,6.5,32.4,0.3155,0
2.1,7.7,266.0,170.0,5.7,33.9,0.3131,0
2.6,10.3,326.0,195.0,5.0,36.1,0.3178,1
3.0,11.5,343.0,202.0,4.7,38.3,0.3306,1
2.0,6.0,243.0,168.0,4.5,39.9,0.339,0
1.4,3.6,177.0,128.0,4.3,41.1,0.3451,0
1.3,4.3,155.0,115.0,4.0,43.1,0.3551,0
1.2,3.4,143.0,111.0,3.7,46.0,0.3701,0
1.1,2.4,124.0,97.0,3.3,47.4,0.3716,0
0.9,2.0,94.0,77.0,3.0,49.1,0.3774,0
0.8,1.4,75.0,64.0,3.5,48.0,0.3822,0
0.6,1.2,56.0,51.0,3.6,48.0,0.3835,0
0.5,0.9,58.0,49.0,4.0,47.8,0.3919,0
0.6,1.6,105.0,79.0,4.1,48.1,0.3975,0
0.7,1.7,122.0,92.0,4.1,47.4,0.3926,0
1.6,6.2,274.0,167.0,4.2,48.7,0.4073,0
2.2,8.2,342.0,206.0,4.1,49.8,0.4117,1
1.8,6.4,296.0,184.0,4.3,48.4,0.4043,1
1.5,5.9,279.0,176.0,4.6,49.7,0.4271,0
1.8,5.7,325.0,191.0,4.5,49.6,0.421,1
1.4,5.3,222.0,147.0,4.4,48.4,0.4087,0
2.1,7.3,279.0,174.0,4.7,47.2,0.4075,1
1.6,5.1,248.0,167.0,4.2,49.5,0.4118,0
1.3,3.9,193.0,138.0,3.4,50.7,0.3991,0
1.9,3.59,256.0,164.0,3.25,50.6,0.39447,0
2.4,3.28,288.0,190.0,3.1,50.5,0.38984,1
3.0,2.97,300.0,198.0,2.95,50.400000000000006,0.38521,1
1.9,2.66,224.0,155.0,2.8,50.3,0.38058,0
1.8,2.35,219.0,153.0,2.65,50.2,0.37595,0
1.1,2.04,145.0,110.0,2.5,50.1,0.37132,0
1.1,1.7300000000000004,115.0,91.0,2.35,50.0,0.36669,0
1.1,1.4200000000000004,136.0,105.0,2.2,49.900000000000006,0.36206,0
1.0,1.1100000000000003,107.0,85.0,2.05,49.8,0.35743,0
0.7,0.8,70.0,60.0,1.9,49.7,0.3528,0
0.6,0.6,53.5,47.0,1.6,52.9,0.3692,0
0.5,0.5,37.0,34.0,1.4,53.8,0.3687,0
0.5,0.5,33.0,31.0,1.0,54.7,0.3657,0
0.4,0.6,43.0,37.0,1.4,52.3,0.3591,0
0.5,0.9,73.0,58.0,1.6,51.0,0.3561,0
0.8,2.0,125.0,92.0,1.4,53.1,0.3642,0
1.1,2.8,154.0,110.0,1.7,54.1,0.3785,0
1.1,2.8,140.0,101.0,2.5,51.0,0.3778,0
1.1,3.0,150.0,96.0,2.9,48.7,0.3706,0
1.1,2.4,139.0,102.0,3.6,45.8,0.3674,0
1.1,2.5,135.0,96.0,3.1,48.1,0.3722,0
1.2,3.0,152.0,102.0,3.4,46.6,0.3668,0
1.0,2.2,121.0,88.0,3.7,45.8,0.3697,0
1.2,2.6,122.0,87.0,4.4,43.7,0.3688,0
1.3,3.4,167.0,115.0,4.0,44.9,0.3689,0
1.4,3.0,165.0,118.0,3.3,46.8,0.3671,0
1.3,3.1,190.0,134.0,3.1,48.1,0.3707,0
1.4,3.4,176.0,125.0,2.8,49.0,0.37,0
1.5,2.9,196.0,140.0,3.1,47.4,0.3661,0
1.0,1.7,103.0,83.0,2.9,49.0,0.3725,0
1.0,1.6,91.0,73.0,2.8,49.1,0.3726,0
1.1,2.3,119.0,92.0,2.9,49.7,0.3782,0
1.3,2.2,147.0,109.0,3.8,46.5,0.3762,0
1.0,1.7,101.0,82.0,3.2,46.9,0.3658,0
1.1,2.2,101.5,82.5,3.1,45.2,0.3504,0
0.8500000000000001,1.8,102.0,83.0,3.1,44.8,0.3473,0
0.6,0.6,55.0,50.0,3.1,44.4,0.342,0
0.5,0.6,51.0,44.0,3.0,43.4,0.3337,0
0.4,0.4,53.0,49.0,2.8,43.8,0.3308,0
0.5,0.7,74.0,62.0,2.7,43.2,0.3259,0
0.7,1.2,113.0,85.0,3.3,42.3,0.3299,0
0.8,1.4,107.0,82.0,4.6,39.0,0.333,0
0.8,2.0,101.0,77.0,5.6,37.5,0.3426,0
1.0,2.0,129.0,92.0,7.2,34.2,0.3488,0
0.9,1.6,126.0,95.0,6.9,35.6,0.3561,0
0.9,1.6,132.0,95.0,8.2,30.1,0.3281,0
0.9,1.8,101.0,76.0,7.6,27.9,0.2927,0
1.0,1.8,128.0,95.0,7.9,25.9,0.2774,0
1.0,2.6,170.0,118.0,7.8,28.3,0.3017,0
1.1,2.0,174.0,123.0,6.3,28.8,0.2772,0
1.2,2.8,215.0,140.0,5.4,30.1,0.2726,0
1.6,3.9,248.0,163.0,5.0,31.1,0.273,0
1.7,4.1,247.0,164.0,4.6,33.8,0.2898,0
1.1,2.4,154.0,120.0,4.3,36.6,0.3064,0
1.3,3.5,186.0,130.0,4.0,39.0,0.3203,0
1.7,4.6,231.0,145.0,2.9,42.8,0.3276,0
1.5,3.0,174.0,126.0,3.4,38.9,0.3076,0
0.8,1.0,68.0,61.0,4.0,36.4,0.2982,0
0.5,0.5,53.5,49.0,4.0,36.4,0.2989,0
0.4,0.4,39.0,37.0,3.7,37.7,0.3024,0
0.4,0.3,39.0,37.0,3.4,38.9,0.3075,0
0.4,0.6,54.0,50.0,3.7,37.5,0.3012,0
0.7,1.4,158.0,109.0,3.7,35.2,0.2833,0
1.8,7.1,350.0,198.0,3.7,33.9,0.2732,1
2.65,14.0,467.0,240.5,4.4,38.8,0.328,1
3.5,15.1,584.0,283.0,6.6,34.4,0.3359,1
2.8,12.5,478.0,256.0,10.0,22.4,0.2753,1
3.1,12.8,563.0,261.0,11.9,18.6,0.2581,1
2.5,11.9,414.0,181.0,12.5,17.2,0.2477,1
2.7,11.7,398.0,194.0,13.2,17.3,0.2606,1
2.9,14.7,451.0,214.0,13.5,18.7,0.2872,1
3.2,15.7,503.0,204.0,14.1,18.2,0.2908,1
4.1,21.1,640.0,228.0,13.0,20.3,0.303,1
6.1,27.4,843.0,270.0,10.4,24.7,0.3116,1
6.8,30.8,954.0,285.0,8.6,29.8,0.3344,1
6.8,29.2,984.0,282.0,7.3,36.8,0.3771,1
3.7,15.0,586.0,235.0,6.3,39.4,0.3795,1
2.1,7.1,360.0,208.0,5.4,43.5,0.3922,1
1.4,5.4,231.0,161.0,5.1,45.6,0.4056,0
1.3,4.8,200.0,146.0,4.2,49.4,0.412,0
1.1,3.8,153.0,123.0,4.1,50.1,0.415,0
1.0,3.5,135.0,109.0,4.1,51.5,0.4263,0
0.9,3.3,165.5,112.0,3.7,57.5,0.4621,0
0.8,3.6,196.0,115.0,2.5,64.8,0.4807,0
0.9,3.8,208.0,114.0,1.8,68.9,0.4878,0
1.1,4.2,241.0,122.0,2.0,64.9,0.4661,0
1.6,7.7,417.0,149.0,2.2,65.3,0.473,1
3.7,20.0,896.0,187.0,3.1,64.0,0.4938,1
4.8,22.1,966.0,198.0,3.7,61.7,0.4967,1
4.1,17.2,878.0,196.0,4.4,58.8,0.4979,1
4.5,21.4,985.0,218.0,5.8,54.1,0.502,1
4.5,19.8,1017.0,227.0,7.3,50.8,0.5226,1
3.7,18.8,683.0,181.0,9.5,47.2,0.5589,1
4.2,18.8,660.0,179.0,11.8,44.4,0.6118,1
3.3,16.7,492.0,151.0,12.7,45.5,0.6648,1
3.2,14.4,497.0,162.0,13.5,44.8,0.6898,1
3.6,16.3,562.0,165.0,12.3,48.9,0.6967,1
3.5,14.4,539.0,173.0,10.8,40.3,0.5201,1
4.1,17.0,502.0,188.0,9.4,36.7,0.4324,1
4.0,14.8,452.0,186.0,8.3,39.5,0.4318,1
3.3,9.8,357.0,172.0,7.8,41.3,0.4389,1
3.0,6.1,289.0,150.0,7.3,43.8,0.4505,1
2.6,5.4,221.0,137.0,6.7,47.6,0.4688,0
2.6,4.7,204.0,133.0,6.6,51.2,0.5007,0
2.6,5.1,183.0,122.0,6.4,52.6,0.5074,0
2.9,6.9,222.0,130.0,5.3,57.8,0.5177,0
2.9,7.3,216.0,125.5,3.4,66.7,0.5281,0
2.5,4.8,210.0,121.0,3.3,66.8,0.5215,0
2.0,3.6,185.0,115.0,3.7,62.9,0.5059,0
2.2,4.5,257.0,125.0,2.6,67.5,0.5034,0
2.4,5.2,297.0,136.0,3.5,60.9,0.4857,0
4.0,15.1,573.0,174.0,2.7,63.4,0.4787,1
6.7,27.3,883.0,224.0,2.8,64.2,0.4859,1
5.6,19.6,824.0,230.0,5.8,53.1,0.4942,1
4.3,14.8,693.0,205.0,9.7,40.1,0.4832,1
4.0,14.5,714.0,204.0,12.7,30.0,0.4398,1
2.6,10.1,388.0,139.0,13.7,20.7,0.3221,1
2.2,10.1,337.0,133.0,13.7,19.9,0.3114,0
1.9,8.3,326.0,127.0,14.1,18.1,0.2884,0
1.8,9.0,329.0,124.0,14.5,18.0,0.2956,0
3.1,13.4,465.0,158.0,13.2,20.4,0.3074,1
4.8,19.5,612.0,171.0,10.5,25.1,0.3194,1
5.8,27.8,759.0,193.0,8.9,31.4,0.3597,1
5.9,31.4,771.0,195.0,8.2,36.2,0.3953,1
4.1,15.6,655.0,212.0,6.7,39.6,0.3906,1
1.8,7.0,332.0,193.0,5.8,42.0,0.3904,1
1.7,7.8,287.0,167.0,4.9,45.9,0.3999,0
1.7,5.6,242.0,156.0,4.5,47.9,0.4079,0
1.5,6.0,242.0,153.0,3.9,51.6,0.4226,0
1.1,3.9,192.0,128.0,3.4,54.7,0.4323,0
0.9,2.8,163.0,112.0,3.3,56.1,0.4379,0
0.6,2.6,134.0,96.0,2.0,60.8,0.4337,0
0.3,2.9,142.0,105.0,1.2,63.7,0.4327,0
0.4,2.8,194.0,130.0,2.1,60.3,0.4368,0
0.6,4.2,216.0,134.0,1.3,63.1,0.4322,0
3.0,16.7,728.0,275.0,1.3,64.8,0.441,1
5.6,29.1,975.0,309.0,2.1,62.2,0.4491,1
4.9,20.7,947.0,322.0,5.1,50.8,0.4499,1
3.5,15.5,790.0,333.0,8.5,39.7,0.4425,1
2.2,10.3,551.0,235.0,11.5,33.0,0.4476,1
2.7,13.8,565.0,241.0,12.2,34.3,0.4864,1
2.7,12.7,532.0,214.0,13.5,35.0,0.5396,1
2.1,11.4,459.0,174.0,14.9,34.9,0.5869,1
2.0,10.2,407.0,157.0,15.7,34.5,0.6111,1
2.4,14.3,434.0,170.0,14.7,37.2,0.618,1
6.7,32.4,980.0,212.0,12.2,44.8,0.6342,1
6.4,29.0,966.0,249.0,10.3,52.4,0.6578,1
3.9,17.6,646.0,231.0,9.3,55.5,0.6503,1
2.7,12.6,471.0,216.0,8.3,57.6,0.6304,1
3.0,15.5,528.0,217.0,6.3,65.1,0.6237,1
2.1,9.1,378.0,203.0,6.5,63.1,0.6132,1
1.2,6.4,235.0,161.0,6.0,62.7,0.589,0
1.2,5.1,217.0,147.0,5.1,65.4,0.5797,0
0.7,3.3,141.0,111.0,4.7,64.6,0.5568,0
0.9,5.3,149.5,113.0,2.9,72.2,0.5523,0
0.8,3.1,158.0,115.0,5.0,63.5,0.5575,0
0.4,2.2,87.0,80.0,3.9,65.5,0.5367,0
0.7,3.9,194.0,122.0,1.8,74.5,0.5271,0
1.4,6.9,401.0,186.0,1.8,73.7,0.5198,1
4.0,19.7,887.0,306.0,2.3,70.9,0.5182,1
3.9,20.1,654.0,301.0,4.4,61.1,0.5176,1
3.1,16.3,566.0,274.0,7.7,49.8,0.5267,1
3.2,14.3,649.0,247.0,12.1,36.9,0.5212,1
1.5,7.0,309.0,169.0,15.0,28.5,0.4821,0
1.2,6.3,229.0,138.0,14.5,28.3,0.4665,0
1.9,8.6,312.0,149.0,12.9,31.8,0.4707,0
1.5,6.6,276.0,165.0,12.1,32.3,0.4548,0
1.4,6.1,236.0,156.0,11.3,33.5,0.4476,0
1.9,8.8,312.0,184.0,11.4,32.6,0.4373,1
2.2,9.4,345.0,197.0,9.1,37.8,0.4372,1
3.0,11.8,386.0,204.0,8.1,41.0,0.4458,1
2.6,11.3,356.0,207.0,7.7,41.9,0.4409,1
2.8,9.7,467.0,208.0,7.1,43.9,0.4433,1
